,0,1,2
0,ILSVRC2012_val_00002922.JPEG,n01491361,0
1,ILSVRC2012_val_00002969.JPEG,n01491361,0
2,ILSVRC2012_val_00003183.JPEG,n01491361,0
3,ILSVRC2012_val_00003204.JPEG,n01491361,0
4,ILSVRC2012_val_00007743.JPEG,n01491361,0
5,ILSVRC2012_val_00007875.JPEG,n01491361,0
6,ILSVRC2012_val_00008024.JPEG,n01491361,0
7,ILSVRC2012_val_00008108.JPEG,n01491361,0
8,ILSVRC2012_val_00010074.JPEG,n01491361,0
9,ILSVRC2012_val_00012328.JPEG,n01491361,0
10,ILSVRC2012_val_00013484.JPEG,n01491361,0
11,ILSVRC2012_val_00013628.JPEG,n01491361,0
12,ILSVRC2012_val_00015631.JPEG,n01491361,0
13,ILSVRC2012_val_00018466.JPEG,n01491361,0
14,ILSVRC2012_val_00019424.JPEG,n01491361,0
15,ILSVRC2012_val_00023443.JPEG,n01491361,0
16,ILSVRC2012_val_00023935.JPEG,n01491361,0
17,ILSVRC2012_val_00024854.JPEG,n01491361,0
18,ILSVRC2012_val_00024895.JPEG,n01491361,0
19,ILSVRC2012_val_00025133.JPEG,n01491361,0
20,ILSVRC2012_val_00025137.JPEG,n01491361,0
21,ILSVRC2012_val_00025640.JPEG,n01491361,0
22,ILSVRC2012_val_00025686.JPEG,n01491361,0
23,ILSVRC2012_val_00025969.JPEG,n01491361,0
24,ILSVRC2012_val_00026001.JPEG,n01491361,0
25,ILSVRC2012_val_00028564.JPEG,n01491361,0
26,ILSVRC2012_val_00029300.JPEG,n01491361,0
27,ILSVRC2012_val_00029568.JPEG,n01491361,0
28,ILSVRC2012_val_00030156.JPEG,n01491361,0
29,ILSVRC2012_val_00030658.JPEG,n01491361,0
30,ILSVRC2012_val_00030926.JPEG,n01491361,0
31,ILSVRC2012_val_00031071.JPEG,n01491361,0
32,ILSVRC2012_val_00031243.JPEG,n01491361,0
33,ILSVRC2012_val_00031568.JPEG,n01491361,0
34,ILSVRC2012_val_00032130.JPEG,n01491361,0
35,ILSVRC2012_val_00034038.JPEG,n01491361,0
36,ILSVRC2012_val_00034413.JPEG,n01491361,0
37,ILSVRC2012_val_00035405.JPEG,n01491361,0
38,ILSVRC2012_val_00035495.JPEG,n01491361,0
39,ILSVRC2012_val_00036420.JPEG,n01491361,0
40,ILSVRC2012_val_00037516.JPEG,n01491361,0
41,ILSVRC2012_val_00037581.JPEG,n01491361,0
42,ILSVRC2012_val_00037780.JPEG,n01491361,0
43,ILSVRC2012_val_00037915.JPEG,n01491361,0
44,ILSVRC2012_val_00040388.JPEG,n01491361,0
45,ILSVRC2012_val_00041635.JPEG,n01491361,0
46,ILSVRC2012_val_00046159.JPEG,n01491361,0
47,ILSVRC2012_val_00047326.JPEG,n01491361,0
48,ILSVRC2012_val_00048890.JPEG,n01491361,0
49,ILSVRC2012_val_00049000.JPEG,n01491361,0
50,ILSVRC2012_val_00000921.JPEG,n01496331,1
51,ILSVRC2012_val_00002207.JPEG,n01496331,1
52,ILSVRC2012_val_00004698.JPEG,n01496331,1
53,ILSVRC2012_val_00004969.JPEG,n01496331,1
54,ILSVRC2012_val_00005432.JPEG,n01496331,1
55,ILSVRC2012_val_00006251.JPEG,n01496331,1
56,ILSVRC2012_val_00006554.JPEG,n01496331,1
57,ILSVRC2012_val_00007569.JPEG,n01496331,1
58,ILSVRC2012_val_00008640.JPEG,n01496331,1
59,ILSVRC2012_val_00008749.JPEG,n01496331,1
60,ILSVRC2012_val_00008963.JPEG,n01496331,1
61,ILSVRC2012_val_00009208.JPEG,n01496331,1
62,ILSVRC2012_val_00009237.JPEG,n01496331,1
63,ILSVRC2012_val_00009420.JPEG,n01496331,1
64,ILSVRC2012_val_00009518.JPEG,n01496331,1
65,ILSVRC2012_val_00011782.JPEG,n01496331,1
66,ILSVRC2012_val_00014741.JPEG,n01496331,1
67,ILSVRC2012_val_00015549.JPEG,n01496331,1
68,ILSVRC2012_val_00015555.JPEG,n01496331,1
69,ILSVRC2012_val_00015732.JPEG,n01496331,1
70,ILSVRC2012_val_00016331.JPEG,n01496331,1
71,ILSVRC2012_val_00017196.JPEG,n01496331,1
72,ILSVRC2012_val_00017440.JPEG,n01496331,1
73,ILSVRC2012_val_00019531.JPEG,n01496331,1
74,ILSVRC2012_val_00019988.JPEG,n01496331,1
75,ILSVRC2012_val_00021461.JPEG,n01496331,1
76,ILSVRC2012_val_00022387.JPEG,n01496331,1
77,ILSVRC2012_val_00022865.JPEG,n01496331,1
78,ILSVRC2012_val_00023916.JPEG,n01496331,1
79,ILSVRC2012_val_00027301.JPEG,n01496331,1
80,ILSVRC2012_val_00027633.JPEG,n01496331,1
81,ILSVRC2012_val_00028161.JPEG,n01496331,1
82,ILSVRC2012_val_00028422.JPEG,n01496331,1
83,ILSVRC2012_val_00030321.JPEG,n01496331,1
84,ILSVRC2012_val_00030367.JPEG,n01496331,1
85,ILSVRC2012_val_00033070.JPEG,n01496331,1
86,ILSVRC2012_val_00033318.JPEG,n01496331,1
87,ILSVRC2012_val_00034837.JPEG,n01496331,1
88,ILSVRC2012_val_00034971.JPEG,n01496331,1
89,ILSVRC2012_val_00037260.JPEG,n01496331,1
90,ILSVRC2012_val_00040567.JPEG,n01496331,1
91,ILSVRC2012_val_00041248.JPEG,n01496331,1
92,ILSVRC2012_val_00042245.JPEG,n01496331,1
93,ILSVRC2012_val_00042751.JPEG,n01496331,1
94,ILSVRC2012_val_00044657.JPEG,n01496331,1
95,ILSVRC2012_val_00045502.JPEG,n01496331,1
96,ILSVRC2012_val_00045936.JPEG,n01496331,1
